x,y,const_year,num_story,DS,vs30,Type,subregion
-3.597172440903238,3.622326113297259,1911,4,3,525,A,2
4.712441501776908,-5.161330499393619,1954,3,0,525,A,0
5.647599994263558,-10.404427325399343,1981,3,0,525,B,0
-5.583939887684041,7.646051434508731,1931,6,0,525,A,2
10.748579084941618,1.4660501572452098,1943,3,1,525,A,1
5.134861994263659,-10.58994432539946,1944,3,0,525,A,0
-2.8364274409031958,2.4688161132973896,1912,6,1,525,B,2
-5.444014887684093,7.325652434508552,1963,4,0,525,B,2
-4.375488227143356,2.347126583395301,1933,4,1,525,A,2
5.445486501776856,-3.504621499393755,1915,6,2,525,A,0
-4.031960227143478,1.0710715833954865,1897,5,3,525,A,2
-6.0886008876844375,7.80188343450865,1946,6,0,525,B,2
9.93931955578478,4.310144032252087,1946,5,1,525,A,1
4.996846501776787,-4.286637499393867,1941,3,3,525,A,0
3.817588501776669,-3.6695784993937135,1951,5,3,525,A,0
-5.621044227143208,0.0645055833954657,1986,7,0,525,B,2
-2.293590440903232,4.295168113297432,1998,3,0,525,C,2
3.13739850177663,-3.08273649939378,1940,4,1,525,A,0
13.538993266510252,-1.410071415258951,1972,5,0,525,C,1
5.170100994263478,-10.998056325399308,1898,2,1,525,A,0
-5.179495887684256,4.601063434508628,1953,4,3,525,A,2
14.571279266510366,-3.1643744152588877,1958,2,0,525,B,1
-6.026470227143014,0.4684325833953053,1896,6,3,525,A,2
4.79804850177689,-4.224362499393868,1945,4,1,525,A,0
-5.545372227143267,0.1449765833954543,1899,5,1,525,A,2
-6.058773227143425,0.7955235833954148,1932,6,3,525,A,2
11.988374084941576,4.422550157245215,1963,2,0,525,A,1
4.555167501776765,-4.528931499393769,1948,4,0,525,A,0
9.855309555784746,3.6150770322519774,1958,4,0,525,B,1
4.60093099426372,-9.71408132539948,1995,5,0,525,C,0
12.039682084941184,0.6522191572452734,1927,1,0,525,B,1
-4.332272227143327,1.810450583395358,1913,5,0,525,A,2
-4.423082227143474,2.360986583395324,1930,4,2,525,A,2
-3.885420227143292,1.2865585833954256,1913,5,2,525,A,2
5.942562994263383,-8.721515325399356,1981,3,0,525,B,0
5.356165501776928,-2.827317499393933,1931,6,0,525,B,0
-3.222599440903183,3.7775981132974543,1913,4,3,525,A,2
-3.2203194409034825,3.9179091132973376,1976,5,2,525,B,2
9.63805755578483,4.696243032252145,1942,4,0,525,A,1
-2.5643964409032254,3.0203301132976144,1925,4,2,525,B,2
-5.128775887684073,4.726263434508805,1933,4,3,525,A,2
9.842047084941647,0.6612481572453284,1970,6,0,525,C,1
14.24741026651008,-2.99727541525888,1982,2,0,525,C,1
5.983716994263389,-8.579423325399308,1953,3,1,525,A,0
-4.565479227143093,1.002028583395294,1955,5,3,525,B,2
5.423398501776688,-3.772539499393764,1926,6,2,525,A,0
-5.067466227143192,1.8425835833952888,1911,7,3,525,A,2
5.036142501776709,-2.8684424993936712,1976,5,0,525,C,0
-4.347895227143105,0.3414485833953122,1837,4,3,525,A,2
-2.7626944409034757,3.021855113297516,1978,4,2,525,B,2
4.231009501776867,-4.25444749939374,1938,4,2,525,A,0
-6.169840887684417,4.394186434508551,1952,4,1,525,A,2
-6.216028227143503,0.6339605833953001,1895,6,3,525,A,2
4.445352994263388,-11.815993325399337,1935,2,1,525,A,0
-6.316663887684458,4.445270434508725,1922,2,3,525,A,2
7.186181994263691,-10.775130325399392,1960,3,1,525,A,0
10.33687408494118,1.7830681572451716,1990,3,0,525,C,1
-5.147213887684133,6.181265434508728,1910,6,3,525,B,2
-4.85996222714322,1.699440583395507,1909,7,3,525,A,2
3.6783405017771713,-2.901398499393684,2016,7,0,525,C,0
-4.800123227143209,0.4599885833954786,1881,7,0,525,A,2
9.520253555784851,3.5063880322520653,1758,3,0,525,A,1
-5.3646148876844695,5.337385434508601,1803,3,3,525,A,2
12.526109266510495,-3.1197314152589364,2004,5,0,525,C,1
-3.882286227143246,1.0359965833954805,1914,4,3,525,A,2
5.121977501777025,-4.642299499393806,1969,4,1,525,A,0
10.877461084941594,1.379092157245342,1943,3,0,525,A,1
-5.006642227143508,1.6491685833953298,1966,5,3,525,A,2
5.4528115017768926,-3.4339914993938176,1895,5,0,525,A,0
15.03420826651017,-2.7229454152589163,2003,4,0,525,C,1
-4.371302227143239,2.514011583395394,1931,3,1,525,A,2
-6.529299227143489,1.0430105833955068,1908,6,3,525,A,2
9.628017555784712,3.857661032252057,1880,4,0,525,A,1
-4.514342440902952,2.8761911132973914,1984,6,3,525,B,2
3.1808135017767256,-3.1285284993936724,1939,4,1,525,A,0
-4.54321922714336,0.2096965833953064,1912,9,2,525,A,2
-5.732168227143226,0.7472875833953267,1890,5,3,525,A,2
-4.412326227143345,2.0228955833954743,1914,4,1,525,A,2
-5.819808227142963,1.4530825833951797,1920,6,3,525,A,2
-5.592117227142913,0.2232845833953334,1893,6,2,525,A,2
-4.8676052271431365,0.1895305833952889,1875,7,0,525,A,2
10.916036084941176,1.940767157245265,1993,3,0,525,C,1
6.218850994263406,-8.321188325399522,1949,4,0,525,B,0
12.115092084941558,0.4890751572451712,1954,3,0,525,B,1
4.852452994263743,-10.770697325399327,2011,4,1,525,C,0
-5.802289227143425,1.3317645833952056,1913,5,3,525,A,2
-3.2475864409029658,2.9216931132973336,1917,5,1,525,B,2
4.449696994263334,-11.909929325399322,1982,1,0,525,C,0
-3.014492440903256,0.7550711132973724,1909,5,3,525,A,2
-6.345230227143126,1.6513275833954495,1895,5,1,525,A,2
9.118291555784484,5.878000032251979,2016,5,0,525,C,1
13.27171426651011,-2.8122614152589698,2004,3,0,525,C,1
5.164643994263727,-11.862962325399328,1964,4,3,525,A,0
4.213516994263912,-10.418798325399326,1967,5,0,525,A,0
6.068049994263632,-9.900594325399355,1975,5,0,525,B,0
5.666455501776824,-4.718232499393883,2010,5,0,525,C,0
10.772439084941404,1.8290341572450792,1812,3,1,525,A,1
5.004508501776769,-4.894023499393546,1929,3,1,525,A,0
-3.6869654409033377,2.0591391132975154,1863,5,1,525,A,2
5.891633501776965,-3.338687499393876,1934,5,0,525,A,0
-6.304864887684575,4.507847434508644,1984,3,2,525,B,2
10.225708555784651,3.0656360322520904,1971,3,0,525,C,1
10.867888555784932,5.035657032252178,1980,3,1,525,B,1
5.437612501776954,-3.3924604993937404,1919,5,1,525,A,0
5.531629501776848,-4.66357649939386,2004,6,0,525,C,0
6.151452994263721,-9.554207325399307,1980,5,0,525,C,0
5.280978501777014,-4.247580499393683,1912,5,1,525,A,0
10.794960084941271,1.6617051572451975,1975,2,0,525,C,1
11.953673084941537,0.3535791572452957,1955,3,0,525,A,1
-3.197371440903213,2.3269701132974028,1900,5,3,525,A,2
9.25009355578482,4.475784032252026,2009,3,0,525,C,1
9.631771555785011,4.46000103225197,2018,5,0,525,B,1
-4.639734227143086,2.140407583395508,1925,3,2,525,A,2
4.770908994263621,-9.863127325399478,1989,2,0,525,C,0
3.548239501776976,-4.207816499393806,1948,2,0,525,C,0
4.501891501777124,-4.589225499393882,1948,2,0,525,A,0
-3.658741440903201,1.181915113297446,1956,5,0,525,A,2
-5.53614322714349,1.357820583395359,1908,5,0,525,A,2
10.927166555784655,4.945740032252164,1979,4,0,525,B,1
8.590820555784607,6.247769032252112,1934,4,0,525,A,1
6.931934994263386,-10.916369325399431,1937,3,0,525,A,0
-6.6240328876845656,7.413283434508653,1937,4,1,525,A,2
-4.851000227143337,1.651151583395439,1912,8,3,525,A,2
11.976554084941403,2.047627157245362,1923,4,1,525,A,1
10.869300555785006,3.122948032252001,1981,4,0,525,B,1
3.18131950177704,-3.6449774993938657,1900,2,1,525,A,0
-4.414042440903346,3.005576113297348,1356,6,3,525,A,2
-4.19246444090321,2.077250113297378,1898,6,3,525,A,2
4.951988501777038,-4.10927749939396,1941,4,3,525,A,0
12.242351084941426,4.997552157245256,2001,4,0,525,C,1
11.979999084941689,1.114568157245177,1962,6,0,525,B,1
4.841022994263724,-10.427865325399512,1930,3,0,525,B,0
4.508621501777185,-3.212958499393784,1946,5,2,525,A,0
-5.871382227143491,0.8926105833952889,2015,6,2,525,C,2
-2.390209440903151,1.8221701132974708,1913,3,3,525,B,2
6.859665994263608,-11.26178932539931,1981,3,0,525,B,0
11.02243708494118,2.153568157245392,1953,3,0,525,B,1
5.143176501776821,-4.378836499393804,1940,4,2,525,A,0
3.783578501776816,-3.461269499393614,1948,4,1,525,A,0
-7.0967958876843245,7.178031434508707,1931,3,2,525,A,2
3.317428501777073,-4.351324499393689,1942,2,0,525,A,0
-3.5688424409031416,3.891896113297417,1960,5,3,525,A,2
14.738274266510407,-2.782219415258876,1983,2,0,525,C,1
-3.4683254409032878,2.3629591132976024,1960,5,1,525,B,2
-2.90452644090327,1.7162551132973751,1908,6,2,525,A,2
-5.393585887684198,4.770287434508614,1954,3,3,525,A,2
-2.9925934409034074,2.354908113297352,1875,3,3,525,A,2
11.976298084941597,2.7318691572451748,1972,2,0,525,C,1
-3.669468227143276,1.2937055833954574,1953,5,0,525,A,2
9.309321555784894,3.525568032252071,1887,4,0,525,A,1
4.600725994263442,-11.890925325399326,2013,3,0,525,C,0
10.105255555784655,3.316037032252101,1982,5,0,525,C,1
7.215176994263359,-11.688698325399333,1998,3,0,525,C,0
5.871038501777008,-4.045388499393942,1812,4,2,525,A,0
-5.818848227143113,1.4880375833954886,1920,6,2,525,A,2
-4.404600440903311,2.998396113297513,1637,6,2,525,A,2
-3.715005440903484,2.0546621132973364,1911,4,1,525,A,2
-5.545492887684135,7.400920434508603,1878,5,0,525,A,2
4.897704994263634,-10.378050325399432,1880,5,3,525,A,0
11.707073084941593,1.7983881572453733,1958,4,0,525,B,1
-3.191013440903122,2.220554113297549,1940,6,2,525,A,2
4.888235501776677,-4.268072499393787,1942,4,1,525,A,0
4.621262994263319,-10.850604325399376,1943,1,0,525,B,0
5.036194501777032,-3.108563499393716,1942,6,1,525,A,0
10.04625108494131,0.4204651572453635,2008,5,0,525,C,1
4.818362994263637,-11.707922325399228,1880,3,0,525,A,0
11.038514555784564,4.904089032252163,1980,4,0,525,B,1
-3.6846384409031874,2.292257113297392,1939,7,1,525,A,2
-2.658697440902857,3.0053121132973324,1925,4,2,525,B,2
11.114831555785036,5.020171032252168,2004,4,0,525,C,1
5.535881501777027,-4.531284499393854,2005,5,0,525,C,0
-4.767105227143126,1.5915505833955097,1898,5,2,525,A,2
4.11694799426364,-9.316928325399363,1977,2,0,525,C,0
5.5940055017767065,-2.951683499393715,1927,6,2,525,A,0
-5.068206227143143,1.861117583395334,1911,7,3,525,A,2
14.1792452665104,-2.7680484152588427,1959,3,0,525,B,1
5.484982994263604,-10.832037325399302,2011,6,0,525,C,0
4.916433501777107,-1.4095894993938085,1929,3,1,525,A,0
-3.3310204409030906,1.6079631132974832,1895,6,3,525,A,2
14.048764266510254,-2.92555241525886,1878,1,0,525,A,1
3.178439501777035,-3.5035424993938644,1812,3,1,525,A,0
4.377862994263481,-9.328563325399433,2013,5,0,525,C,0
6.18537850177691,-4.216200499393784,1934,5,0,525,B,0
-5.579179887684235,7.299172434508559,1886,4,1,525,A,2
-5.071109440902989,2.1865221132975243,1934,7,0,525,B,2
9.85065955578489,4.24021703225208,1938,3,0,525,A,1
12.355198084941756,2.192181157245333,1973,3,0,525,C,1
4.9347369942633605,-11.082829325399349,1974,4,0,525,C,0
12.400206084941352,4.614962157245319,1971,3,0,525,C,1
12.2902380849416,1.9373601572453405,1965,3,0,525,B,1
4.800886501776773,-4.867923499393731,1925,2,1,525,A,0
12.130397084941457,1.5652601572452944,1979,4,1,525,B,1
3.72565550177697,-3.3227744993939208,1928,3,0,525,A,0
-6.17842288768435,7.226642434508644,1931,5,2,525,A,2
9.914642555784898,2.984526032252237,1936,3,1,525,A,1
-3.3835904409033777,2.6777631132974697,1889,6,2,525,A,2
-3.885589440902992,1.3450951132974571,1906,5,2,525,A,2
-3.3843944409031668,3.559151113297485,1959,2,2,525,A,2
-3.928421440903081,1.8276181132975855,1932,7,3,525,A,2
10.360090084941682,1.7776631572452892,1910,4,1,525,A,1
-3.214144440903043,3.2871001132973383,1897,4,1,525,A,2
3.2795895017769965,-3.313759499393603,1983,4,2,525,B,0
4.809113501777034,-2.96189749939362,1930,7,3,525,A,0
9.727198555784756,2.826617032251992,1954,2,0,525,A,1
-6.28809588768428,7.063151434508622,1980,9,0,525,C,2
11.991667084941788,2.7369921572453144,1972,3,0,525,C,1
4.650423501776828,-4.6679184993935845,1925,2,1,525,A,0
5.907878501776764,-4.58208249939384,1895,5,1,525,A,0
-3.191799440903184,3.1378361132974355,1910,4,1,525,A,2
8.507151555784507,6.1196820322520615,1980,3,0,525,C,1
-4.3461014409031,2.568726113297526,1812,4,1,525,A,2
-5.575710227143296,0.1879755833954632,1896,5,2,525,A,2
-6.390392227143471,1.6811825833954472,1962,9,2,525,B,2
-2.2920744409034217,2.0876651132973443,1928,3,0,525,A,2
-4.858195227143475,0.0009315833954488,1812,4,2,525,A,2
6.279928994263585,-8.797828325399383,2018,3,0,525,C,0
4.56586499426335,-10.692767325399403,1967,4,0,525,A,0
-3.4014724409034773,2.1107151132973563,1965,5,2,525,B,2
3.986440994263333,-9.89889132539945,1900,2,1,525,A,0
13.925493266510324,-2.604162415258795,1930,4,1,525,A,1
-4.488552227143024,1.8326975833954648,1919,5,3,525,A,2
10.590732555784829,4.496064032251983,1956,2,0,525,B,1
14.716552266510456,-3.432100415258926,2018,4,0,525,C,1
10.902244084941437,2.231991157245321,1955,3,0,525,B,1
-5.87455322714333,0.595546583395425,1985,5,0,525,C,2
11.531973084941662,2.1301331572453286,2014,4,0,525,C,1
-2.638769440903149,3.168517113297394,1896,4,2,525,A,2
12.346725084941433,1.8497301572451228,1969,3,0,525,B,1
-6.922183887684527,6.957895434508796,1933,3,2,525,A,2
-5.681730227143468,0.459375583395321,1895,5,2,525,A,2
5.610463501776764,-3.325817499393855,1897,6,0,525,A,0
9.21786255578468,4.612043032252135,1931,1,0,525,A,1
4.880301501776927,-4.846707499393864,1929,3,0,525,A,0
5.728433501777005,-3.615077499393868,1910,5,2,525,A,0
-3.2557284409031,0.9359041132972656,1908,4,2,525,A,2
5.950187501776696,-4.33245449939381,1898,5,0,525,A,0
5.768107994263531,-8.69467932539958,1931,2,1,525,A,0
-5.178839887684548,5.596819434508657,1932,5,3,525,A,2
-3.5532642271433508,1.5889005833953789,1928,2,2,525,A,2
4.981428994263709,-10.312571325399563,1961,5,0,525,B,0
-3.2608404409033813,3.576490113297478,1947,4,2,525,A,2
6.056389994263512,-10.422540325399428,1975,5,0,525,B,0
14.438999266510102,-3.267136415258872,2019,2,0,525,C,1
-4.845254227143065,1.986070583395339,1893,4,3,525,A,2
-2.494406440903264,1.7094061132975007,1925,4,2,525,B,2
11.774779084941407,2.713849157245196,1973,1,0,525,C,1
11.001890555784716,5.217691032252109,1990,4,0,525,C,1
4.370662501776593,-3.970884499393781,1971,10,0,525,B,0
-5.513570227143297,1.0298795833953491,1910,6,3,525,A,2
-5.504826887684262,6.595889434508731,1913,4,3,525,A,2
13.44582926650991,-1.240425415258894,1967,4,1,525,A,1
4.306662501776742,-3.740686499393808,1955,4,1,525,B,0
10.631035084941438,0.8399781572451879,1955,6,0,525,A,1
-3.0336824409032364,1.7382261132974968,1931,4,2,525,A,2
5.155906501776741,-4.276616499393816,1937,4,1,525,A,0
-5.64287722714345,1.5240065833955114,1899,5,3,525,A,2
10.028074555784546,4.1502480322519695,1932,5,0,525,B,1
-5.913154227143074,0.7895245833954405,1896,5,0,525,A,2
-6.181241887684168,4.3796464345088815,1952,4,1,525,A,2
-6.156066887684405,7.28857743450882,1910,6,1,525,A,2
-5.794225227142866,0.6549915833952937,1892,6,1,525,A,2
-5.076729887684282,4.850005434508798,1930,4,3,525,A,2
12.127734084941244,5.015491157245325,1997,3,0,525,B,1
-4.4333374409034025,2.887679113297491,1960,6,3,525,B,2
-3.4678474409033573,2.8482421132973563,1812,3,1,525,A,2
4.895525994263565,-11.988421325399418,1966,4,0,525,B,0
9.102728555784555,5.669481032252183,1935,4,0,525,A,1
-4.038633440903128,2.069851113297528,1962,7,2,525,A,2
-4.257681227143272,1.234761583395347,1927,4,3,525,A,2
-2.896632440902964,0.7152611132973838,2016,4,1,525,C,2
13.62022026651038,-3.0329604152589376,2003,1,0,525,C,1
5.749681501777019,-4.11041349939382,1930,6,3,525,A,0
-3.0033404409032176,2.6478761132973254,1878,3,2,525,A,2
-4.651708227143096,1.4204295833954248,1894,5,3,525,A,2
5.440990994263714,-10.909463325399589,1948,3,2,525,B,0
12.177005084941564,1.514052157245434,1978,4,0,525,B,1
5.342199501776946,-3.997337499393728,1895,5,3,525,A,0
5.763733501777011,-4.774468499393782,1946,4,1,525,B,0
10.909533084941565,1.9583041572452125,1993,3,0,525,C,1
2.851230501776996,-3.271769499393661,1939,2,1,525,A,0
-5.9266792271433735,0.3589195833954264,1891,5,1,525,A,2
14.193621266510029,-2.783939415258853,1968,5,0,525,B,1
-5.613319887684442,7.282444434508729,1911,5,2,525,B,2
9.730999555784596,4.724692032252055,1944,4,0,525,A,1
14.375849266510151,-3.074061415258964,1963,1,0,525,A,1
5.334500501776716,-4.5203764993938815,1991,5,0,525,C,0
-3.926714227142944,1.9034495833953216,1925,4,2,525,A,2
-5.679418227143393,1.2516135833953186,1935,4,1,525,B,2
5.2462949942636925,-11.162696325399498,1967,4,0,525,B,0
5.260399501777016,-4.093188499393767,1911,5,1,525,A,0
9.35065155578491,4.682344032252107,1972,3,0,525,B,1
4.852807501776994,-3.781624499393677,1950,3,1,525,A,0
-3.491865440902972,1.1365431132976305,1971,7,0,525,C,2
14.091190266510232,-3.5639164152587703,1977,1,0,525,C,1
-4.340367440903252,3.2758541132975374,1881,6,3,525,A,2
-3.613110440903244,3.570752113297413,1934,4,2,525,A,2
-6.76916788768432,6.868720434508727,1929,3,0,525,A,2
-5.903204227143411,-0.2248594166046231,1938,7,0,525,A,2
12.4373792665101,-2.8394334152588065,1961,4,1,525,A,1
4.874437994263602,-11.850236325399395,1906,2,1,525,A,0
-5.676620227142954,1.6421775833955865,1896,7,3,525,A,2
10.295831084941462,2.07731515724544,1924,5,0,525,A,1
-4.638280227143347,1.60710658339557,1931,5,1,525,A,2
13.72677826651033,-2.3872934152589345,1925,3,0,525,B,1
-6.508495887684434,4.17682643450868,1948,2,0,525,B,2
13.6819922665104,-3.0465444152587478,1996,2,0,525,C,1
-5.585813887684539,5.179987434508771,1947,2,3,525,A,2
-3.0829754409032706,2.425683113297492,1910,5,0,525,A,2
3.321238501776776,-3.84889649939368,1895,4,1,525,A,0
5.076774994263772,-11.690482325399376,1986,4,1,525,C,0
-3.6043654409031536,3.0819471132974563,1877,4,2,525,A,2
5.965832994263522,-8.705436325399592,2008,4,1,525,C,0
-6.226784227143177,0.4876115833954273,1910,6,2,525,A,2
-5.300504227143498,0.4511675833955806,1882,6,3,525,A,2
-3.700458227143023,1.2269735833954556,1937,4,1,525,A,2
-5.069577227143433,1.8930155833952893,1911,7,1,525,A,2
-3.4009464409032137,0.9352541132975424,1910,5,3,525,A,2
11.821623084941372,2.629608157245176,1952,2,0,525,B,1
12.154812084941774,2.2081421572451667,1960,3,0,525,A,1
-5.4378862271433865,-0.323902416604561,1878,6,3,525,A,2
6.42091499426347,-9.738051325399445,1900,4,2,525,A,0
7.01924099426374,-10.47038832539936,1944,5,0,525,B,0
-6.349865887684532,4.672749434508628,1952,3,1,525,A,2
-4.203369440903304,2.8600291132972693,1812,6,2,525,A,2
6.554642994263716,-9.911015325399308,1932,3,0,525,A,0
-5.314512227143147,1.205133583395572,1878,5,3,525,A,2
-4.443143227143188,2.188476583395449,1924,5,2,525,A,2
-5.098397227143429,0.8932005833953909,1881,5,1,525,A,2
13.381489266510007,-2.3321704152588403,1978,6,0,525,B,1
6.264796994263591,-8.733100325399324,1976,3,0,525,B,0
-6.163853227143242,1.877021583395198,1989,7,0,525,C,2
10.343331084941587,0.2792201572453372,2018,6,0,525,C,1
-6.23472088768432,4.823770434508528,2007,4,2,525,C,2
11.810965084941678,0.5037791572453365,1962,3,0,525,A,1
11.403705084941272,2.2351411572453266,1970,4,0,525,C,1
5.622311501776864,-3.960800499393548,1896,5,2,525,A,0
4.137764501776843,-3.432502499393598,2016,4,1,525,C,0
4.275466994263709,-9.864839325399476,1967,2,0,525,B,0
3.571311501776933,-4.244294499393794,1948,3,1,525,A,0
6.604479994263741,-10.525492325399387,2004,4,0,525,C,0
-3.5386642271433777,1.3587245833955777,1925,4,0,525,B,2
-4.524857440903348,2.911630113297388,1300,5,3,525,A,2
4.408761501776922,-4.390538499393818,1946,3,1,525,A,0
14.017696266510022,-2.5028754152588384,1997,2,0,525,C,1
-6.542130887684211,4.120069434508618,1949,2,2,525,A,2
-3.736771227143087,1.2935155833954823,1932,5,1,525,A,2
-4.289147440903422,2.7461331132974287,1410,5,2,525,A,2
6.43574399426366,-9.374805325399326,1928,7,2,525,A,0
-5.480209887684227,6.659976434508703,1941,3,3,525,A,2
10.731461084941408,1.7796861572450702,1930,3,1,525,A,1
-2.766335440903264,1.6430281132975146,1939,5,3,525,A,2
6.575126994263385,-9.43929832539941,2013,7,0,525,C,0
-5.765323887684021,4.786794434508661,1928,3,3,525,A,2
6.865213994263698,-10.477501325399476,1972,6,0,525,C,0
10.400924084941586,1.536262157245293,1912,3,1,525,A,1
-5.589035887684362,6.661240434508695,1930,5,1,525,B,2
-5.953102227143169,0.8202545833953891,1880,5,2,525,A,2
3.870690501776977,-4.637090499393883,1946,2,2,525,A,0
4.456079994263703,-9.697410325399392,2005,4,0,525,C,0
7.123064994263544,-11.910173325399388,1957,1,0,525,A,0
-5.540567227143234,0.6573865833954997,1890,5,3,525,A,2
-2.483800440902984,2.8797731132974427,2006,3,2,525,C,2
6.010588994263301,-8.508173325399571,1922,3,0,525,A,0
-3.4293504409033506,2.7410471132975367,1890,6,2,525,A,2
-3.614382227142975,1.6362285833954855,1923,3,3,525,A,2
-4.3311572271433,2.1289245833955093,1924,3,0,525,A,2
3.727218501776776,-4.305376499393736,1948,2,1,525,A,0
-3.273552440903119,3.3325231132975937,1928,4,1,525,B,2
-5.634167887684102,5.576529434508725,1931,3,2,525,A,2
10.854648084941552,0.2839161572453044,1967,4,0,525,A,1
-3.418243440903085,2.4226951132975323,1876,4,3,525,A,2
5.7105285017768495,-2.8585434993937664,1930,6,3,525,B,0
3.876068501776814,-4.536481499393807,1943,2,0,525,A,0
6.645331994263827,-11.308515325399345,2002,6,0,525,C,0
-6.149542887684051,4.415746434508687,1930,4,1,525,A,2
-4.479325440903255,2.8008401132974363,1254,6,0,525,A,2
5.087851994263886,-11.65506432539944,1985,4,0,525,C,0
-3.411661227143319,1.4760285833952267,1990,5,1,525,C,2
